Locus,mean,CI2.5%,CI97.5,std
28,-0.014346739930558395,-0.10972404562466492,0.06446021453798335,0.040512863911337765
29,0.0070797546846581155,-0.0681045967029124,0.10323227237848127,0.039605141327586156
30,0.0002815193996102778,-0.08376310555480372,0.09497971755600124,0.04042495129122349
31,-0.016992785119441488,-0.1125856071520602,0.05232752726052601,0.038983218857477936
32,-0.019621924009324165,-0.12234052547184045,0.0559295489511065,0.04241101618537366
33,-0.013436959228247298,-0.11473580634938164,0.0716875321403554,0.04297135918007943
34,-0.001439842443143372,-0.09462469748223007,0.09393598417550304,0.04291690556851201
35,0.03449013246373836,-0.05551749245500204,0.1885942098309511,0.06149693383957342
36,-0.040696332998093096,-0.201064676067019,0.05368148417973696,0.06359964757013932
37,-0.0038664358951054746,-0.08905227167331033,0.08160551306700252,0.038706851624823714
38,-0.004683831678688763,-0.12097563922058141,0.1143796528980979,0.05324638807122645
39,-0.006588836164022012,-0.11521718832283147,0.09421752581628251,0.04726724562047171
40,-0.007122085419513804,-0.11089568147823861,0.0865001650498865,0.04502084605308797
41,-0.018331284976362463,-0.15013092653163113,0.07710179611106585,0.05277222541368863
42,-0.009741699959585683,-0.12111070321141953,0.0973494733557787,0.049676709498613365
43,-0.0014031836565411794,-0.1087139335336436,0.11401261702186836,0.04986801660315727
44,0.0037633615266884257,-0.09830594431976397,0.12190971213948237,0.05082939650773916
45,0.01039730880412572,-0.0536961297082265,0.09613093059872463,0.035290702727959034
46,-0.01181026880162094,-0.10845805249831326,0.0623319223382656,0.03911320454670747
47,0.00943117802090097,-0.06389444263786104,0.10488588069110709,0.03951295692499447
48,-0.011471916727315982,-0.11415962778124161,0.0715663151410703,0.042988241559858496
49,0.0037750329785558464,-0.08173268658034202,0.10645980159739196,0.042785746532724746
50,-0.0035236597785252804,-0.09354975151611956,0.08285635761328163,0.03992704863732015
51,0.03369333712295204,-0.058957178889018906,0.17444361453761514,0.05890753166499436
52,0.034725029752458246,-0.05190556522729258,0.1680726598812953,0.05626018412418595
53,0.0008967685728424994,-0.07021313172598573,0.07903494328313537,0.03404100935318752
54,-0.038691198396782596,-0.19705717273645343,0.05055129561775972,0.06177407554546808
55,-0.016114655068864666,-0.15650330005919955,0.09283888508198414,0.05804280372903172
56,-0.043338753810838834,-0.26767074092502197,0.06413611519787768,0.08406178173109406
57,0.04989378723007321,-0.06067520042609181,0.29671441321678105,0.09160558485182504
58,-0.04736855815453662,-0.2974479875226561,0.07149929837276597,0.09017334519893139
59,0.03629196537358608,-0.0718546842142153,0.289290822057185,0.087474350956633
60,0.07526270552925642,-0.0498000082790881,0.3656331679078502,0.10856866268154647
61,-0.16049138010943204,-0.430767488064121,0.010013123872135791,0.12424033216574346
62,-0.07273913559925364,-0.32646750949107883,0.046339694400148096,0.09716829160261195
63,0.027161552641196945,-0.07236932052601971,0.1931048622626691,0.0643054185248844
64,0.016855707444094828,-0.09170966364940687,0.17260939229249195,0.06177841367882943
65,-0.03829875996585609,-0.21497666569590104,0.06271816832433365,0.06832451757411065
66,0.030197726784443372,-0.06857966462277247,0.21164897927396198,0.06837840729280323
67,-0.01542096362519775,-0.1354616060737301,0.06786305999198686,0.0467248875057825
68,-0.0661906474254978,-0.2193809148327835,0.022460176000809913,0.06646994744894066
69,-0.10222563888882076,-0.45600766047275815,0.0365138563619091,0.1292959160345972
70,-0.041564156449807745,-0.24478079035707895,0.06932160415658588,0.07817341594073546
71,0.01602603986251567,-0.10637541907876732,0.2435402197230092,0.0827134117542229
72,-0.019934251587121626,-0.17181112878988636,0.0939650986654801,0.06225418127629817
73,-0.014544871411532594,-0.1338397746551055,0.0784901443289707,0.04880749874928946
74,0.04203208004095433,-0.050375617793151334,0.22037759677513194,0.069187345599715
75,0.0031437851382650397,-0.10913654776293107,0.1285677387282624,0.053388829901381725
76,0.019392028171400587,-0.06859537892106178,0.15640928932181583,0.05363804820214089
77,-0.11168079243176585,-0.2750450591284716,0.009663175665889995,0.07916012840596022
78,0.07372111765781182,-0.0264795374940214,0.2525491360165626,0.07717369653903527
79,0.01161132227550149,-0.08749474964488588,0.14240334632911691,0.05313516887761291
80,-0.056935120050775986,-0.25564188683796607,0.04611413769642551,0.07729238438138435
81,-0.061606982188607246,-0.24587910594292597,0.03599498580967891,0.07464939227957763
82,-0.03512954001316489,-0.17706656023905082,0.054031218733263574,0.057339339504885053
83,-0.017727235276181186,-0.11422144201501448,0.05713120553032353,0.04053519887061943
84,-0.015872215178885343,-0.10698034898491296,0.05637481287771067,0.038592043665863024
85,-0.020531075413916484,-0.1186397614404272,0.04912526103185981,0.04036203162113074
86,-0.017492227164131423,-0.117608964117143,0.054943990653534995,0.04071720510446708
87,0.0020905738433961954,-0.0973037124573211,0.10604978624466771,0.04624513310504404
88,0.027399561150170785,-0.062241041131457085,0.15257418728442712,0.05337961246023132
89,-0.00518298210024811,-0.10045306711730495,0.08316970047916238,0.041530844457540926
90,-0.003617761861599705,-0.08104985565534036,0.07461862006340556,0.03547818847755547
91,-0.022591783710090588,-0.13228659465503936,0.05356331017021708,0.04472182444550264
92,-0.03163441691913747,-0.1839254961311777,0.057693272602953385,0.059379895301710534
93,-0.007333554033500214,-0.11745405079099189,0.09474524633341826,0.048431075818384094
94,0.021130026243661944,-0.07037687989635474,0.17721987290249425,0.059499087436492
95,0.01882780655446444,-0.06959957944130925,0.15629720535579286,0.053725604738854536
96,0.004657348122141762,-0.09240094068563545,0.12073016399219641,0.048512778639243685
97,0.005900391542182552,-0.08863981606876443,0.12283260200362177,0.0485267895225001
98,-0.00046119007791275507,-0.09273188925873894,0.10033563349549543,0.04393231236676882
99,-0.028203786255904178,-0.16164767733349356,0.054490934768680506,0.05269256560850034
100,-0.060587362686696476,-0.2044966068754099,0.03425499538781036,0.06415833456522634
101,0.02495814002127532,-0.05322862141210791,0.14382799265312732,0.04890934629541277
102,-0.02024427074942552,-0.12288987787998921,0.055541520556801054,0.04254767021572612
103,0.020074713577845252,-0.062345629820482446,0.14595437257251048,0.05004770526331384
104,-0.016395064465209646,-0.1062081571431935,0.05705088145582146,0.03854917512909877
105,-0.059233314822607,-0.23737501953044898,0.03547354887878125,0.07236015923551307
106,0.03660646045283515,-0.058695120240974556,0.2211848766736085,0.07002661029310396
107,-0.0019557205920683607,-0.13030742499505973,0.12950905188097828,0.05879738785015565
108,-0.009557919644681745,-0.14002448744231868,0.11353061643686012,0.05783662522688419
109,-0.010911774964462021,-0.13969781738436096,0.09995781576518932,0.054842815890024224
110,-0.027762783032992847,-0.1842412957033787,0.07268818959959149,0.061283689138824794
111,-0.016175811310626294,-0.1920600659263935,0.10710512644432003,0.06826777510319891
112,0.007620669821892494,-0.09134293309663374,0.12762542927718123,0.04982294541994074
113,-0.03030947777061398,-0.21543214956769244,0.07167857727106676,0.06606903965557061
114,-0.02790935289771397,-0.15413596988587214,0.09145433986350339,0.05874214241830019
115,-0.009201496426738783,-0.10446072642959084,0.074344382298064,0.04081728771251812
116,-0.002161545936373271,-0.09882404785890252,0.09891217361386552,0.04462725555557337
117,-0.002188654692458476,-0.10956692376016305,0.115846138613806,0.0507302456767953
118,-0.00468849293932489,-0.10805068886647984,0.09996939719060652,0.0472211754264754
119,-0.010904251210082353,-0.12004684127058536,0.08070441012887154,0.04608460798392261
120,0.008931599281095824,-0.08064725434483713,0.13107026107290268,0.04890583736178191
121,-0.029243720163567934,-0.17786825503072828,0.06459260995578678,0.058242626209576626
122,0.01948033149616634,-0.07649405165045738,0.1686354743096266,0.05789379367579238
123,0.0059996955701573295,-0.09656624288188283,0.12846551201221118,0.051340935328873516
124,-0.051781547986617944,-0.2509438010775063,0.046060881672587595,0.07617937637480507
125,-0.03593498874387069,-0.21258977340491467,0.059723960759628325,0.06690344384481653
126,0.002732141406931234,-0.10923914518149631,0.1366541013436845,0.05587706762069457
127,-0.0027904744055161877,-0.12117967710613041,0.11448214025635901,0.05343594820247901
128,0.02299606344102383,-0.06815825000150083,0.1732964331658429,0.05817955041629091
129,-0.0062963032336974655,-0.12466120038957282,0.10817534996108222,0.0528392613805559
130,-0.022545265844989195,-0.14731794779570806,0.0593867368512835,0.049204970134839154
131,-0.025694262827528836,-0.1434752864231989,0.05699532838502252,0.048531773696966665
132,0.03431472236914273,-0.0477923910578097,0.17622533690677025,0.05700658574836141
133,0.031786550526450644,-0.0521391314723377,0.19529350803396092,0.06223902544412896
134,0.01902728439833528,-0.06854526032696732,0.16503881050243752,0.05431636289022824
135,0.01122948366335191,-0.07534822015322237,0.14799479488879358,0.052705077456879794
136,-0.09772695427052158,-0.2181755447218367,0.0004725337802966637,0.05971339497100052
137,0.004378578456620707,-0.07200014091523176,0.09715906799657091,0.03877235573128192
138,-0.05390188176038311,-0.20463940431524108,0.03790022733320647,0.06386548645973683
139,-0.016806386403838355,-0.13061523167621839,0.07985116417991596,0.04878352009441191
140,-0.004684333794826107,-0.10138164859504313,0.09991265925826624,0.04545389480319533
141,-0.027080425106386426,-0.14695913546153336,0.049478279485459374,0.04805821395147291
142,0.02673407448062347,-0.05882710584736206,0.16428535554104276,0.05503857723290476
143,-0.00419400119502264,-0.09985578194215096,0.08868839944608371,0.04265876075695582
144,0.03305252753113477,-0.0596671105435902,0.19374678830791822,0.06307338607569817
145,0.01267711292303635,-0.0691058023846194,0.12493050716426837,0.045443089616294105
146,0.020550502666165694,-0.07816457896531166,0.15717169163529124,0.0563514608880627
147,0.03697514924871619,-0.048655078360278915,0.18742377224200488,0.060572960930901164
148,0.0033686268719535792,-0.08706288788430874,0.11093502102207836,0.045200084054414516
149,-0.008176887231943902,-0.11308865640981314,0.08771780981938333,0.04565970399497372
150,0.028115370317068452,-0.06954105638409364,0.20725393663118405,0.07385872095325428
151,-0.024503185095162784,-0.1876334734193711,0.07613501207145884,0.0699039583168349
152,-0.009699684500545747,-0.1177229947537533,0.08409093656424928,0.046148971498019775
153,0.014597662879729035,-0.08091678941040056,0.12577083900036923,0.04798778676282379
154,0.017357470479949427,-0.06276613986357696,0.13598524363520645,0.04742043278288608
155,0.017242694760728,-0.07836209648263495,0.1596666522592584,0.05600362113008214
156,-0.005153557306609429,-0.1127450397220551,0.09817747807284412,0.04773709192837862
157,-0.04028250134719186,-0.18208096066720666,0.04052582178191541,0.056943409242734805
158,-0.0060209792405190275,-0.11385901412837929,0.09494680918528299,0.04735209510225698
159,0.04016705419656348,-0.05167337328175609,0.21507554373436302,0.06797379453034576
160,0.011200045237982636,-0.08974182466858086,0.14844259653715366,0.05483677382196575
161,0.008511285583172662,-0.09222486830509533,0.13914936156925667,0.05304526275841359
162,0.001713485441816047,-0.0932831678122094,0.10648607122111711,0.045302452395879926
163,0.06600427105785221,-0.03351975059640687,0.243290075649004,0.07548863635408706
164,-0.018537633266769733,-0.14105874273172384,0.07419756182698603,0.05017609123844347
165,-0.011867959318576562,-0.11582312418764548,0.07033194374640148,0.042693339663036074
166,0.03036371934663538,-0.04995391368339143,0.17733637336454677,0.056919203000658926
167,0.0013918261278580962,-0.0895850364444193,0.10282716951495263,0.04373255689485857
168,-0.04056634213076558,-0.19332128518313996,0.042228747910158466,0.060239743642778336
169,0.017366415199156635,-0.060659477008049204,0.13999866509496367,0.047674848583683635
