Locus,mean,CI2.5%,CI97.5,std
31,-0.0032055428015677527,-0.05940810403478293,0.031089460125501206,0.020505705170531584
32,-0.003617032684904178,-0.06464483907238366,0.03262794659820075,0.02199465741108946
33,-0.004635740044158963,-0.07339143542638402,0.030354939614278646,0.024036516213060074
34,-0.002333675777985566,-0.05983442017507528,0.03978102380779485,0.02248290064829101
35,0.02826494466503566,-0.02319607722758516,0.22499081729565024,0.0653568534193426
36,-0.03155369288315962,-0.21584836616086658,0.01547884763818468,0.06332119010424815
37,0.002940187003160698,-0.046830175479039546,0.08966483474529706,0.030346026661247888
38,0.005825704551912448,-0.043976205686717965,0.11697486217840304,0.03599762239581709
39,-0.01716657248793081,-0.1710812572005187,0.02570186012452957,0.04830902196913549
40,-0.0036094278857960473,-0.07865010261067641,0.04551088933219539,0.028501659503746956
41,-0.005058462949984256,-0.08937615271890649,0.040723171935533306,0.030502790024737773
42,-0.010876355012085118,-0.12490760435656655,0.026758616004207054,0.03672104900687819
43,-0.001984395545446929,-0.05791053232006476,0.043045274788362085,0.022368434764921525
44,0.0011380969376961602,-0.052855855480156866,0.075527449341818,0.028063030306824947
45,-0.0011230570234776161,-0.04880421644291335,0.04291420084079462,0.02009289566623925
46,0.010122029696529476,-0.020578659525060067,0.1179794173178662,0.03296984115698821
47,0.0021797984435632115,-0.03985097108354951,0.07173981932833297,0.02465390957284833
48,0.0031292282473242812,-0.039071967806917525,0.08344059018086564,0.02733218237275661
49,-0.00812972717581373,-0.09694009774998286,0.02164182535328281,0.02870669895540762
50,-0.003015030763148386,-0.061253739952942365,0.035130841570628756,0.022032183027097016
51,0.0042512886798578295,-0.03137551723659104,0.08376441981270241,0.025965218622094062
52,0.0022290664806847004,-0.037100055034873645,0.06892776969493895,0.023688078802052082
53,-0.001118314024308045,-0.048419581178361856,0.042099033475055433,0.019835213993444362
54,-0.01276461202959186,-0.1423258354176453,0.02506198600887067,0.04136018452106459
55,0.0018027835657630086,-0.06307901981456819,0.09403925320802914,0.03792697752911798
56,0.0017192856134673963,-0.06217267612797734,0.09144934730360167,0.037111208923817175
57,0.001512455706857341,-0.0636752137553581,0.09001445159583853,0.03715641102056972
58,-0.011766736550505644,-0.14849829887938745,0.032132549969813184,0.04476696898152231
59,-0.0012677816790564018,-0.07539390905697767,0.07045263812125035,0.03434629297396287
60,0.07641926212304499,-0.027411366600129997,0.5903073924232976,0.16682906208064324
61,-0.17851310950834792,-0.9373497918895493,0.011133666237000711,0.28310052206100567
62,-0.01626032523758382,-0.1999536912965948,0.03566330243937403,0.06066753458555512
63,0.03417716690165439,-0.04189230794374521,0.41201342199308033,0.11358981763887038
64,0.03318437115363526,-0.042559980378403736,0.40508552369015044,0.11201488860178108
65,-0.5585991808359809,-1.0553053827612249,1.0900006056741758e-05,0.3387465855916979
66,-0.009660078644102298,-0.12815509162680372,0.0337545896440425,0.03909957077385019
67,-0.008148013967602447,-0.11460931497220668,0.03365669359637144,0.0353400552563535
68,-0.04409696782489867,-0.25915254653971437,0.010742793181665026,0.07708397055164566
69,-0.02194559035222799,-0.21289243949550468,0.022658861209792172,0.05971090493281696
70,-0.023446109966930903,-0.21874792378418967,0.02295848776291387,0.061727836146605805
71,-0.012240309064127975,-0.15179258585636698,0.033685558146371246,0.045244357693897515
72,-0.02468294212690626,-0.22286630770261273,0.021416049445906284,0.0625300949147116
73,-0.0045944192747846896,-0.08219111718404809,0.03946593885258661,0.028590470644927767
74,-0.003667770975928539,-0.07561536699119649,0.042574403364359525,0.027226406269136774
75,-0.006000607485918637,-0.09456687150926062,0.036958441906069915,0.030378038259345777
76,-0.008832961027326728,-0.10980547250520849,0.026318922326706715,0.03214750486695172
77,-0.07890098330110543,-0.282633327087586,0.0039538130137072485,0.09161986465333533
78,0.03100261306248991,-0.020532508709393587,0.22618106699074478,0.06635294964585402
79,0.000699386589350204,-0.05726724195631707,0.07485543735371782,0.02912911439075467
80,-0.02046275281989195,-0.17569047134119106,0.019687354640595078,0.049935073916321904
81,-0.011109867860006188,-0.12869444127359167,0.028083315281451568,0.03718788159473655
82,-0.008921416596585604,-0.11082020910662178,0.028671855738644694,0.03273857115535511
83,-0.014633041046411019,-0.13375069567456643,0.015906137054032366,0.037819654269908604
84,-0.004116850051804873,-0.07013488076168603,0.032440371886018914,0.023258741757801692
85,-0.0037120480825131707,-0.06332686111611831,0.03000183817933893,0.021247478116337214
86,-0.003499547772661577,-0.06282245313420808,0.0317907542628782,0.021404839574437184
87,0.005168630194618899,-0.03400721811040743,0.09715996505804773,0.028912238596230513
88,0.0040456022262510515,-0.03395885017361773,0.08548339383888438,0.0263919224264511
89,-0.003792243711192827,-0.08100402533766338,0.047263701702697156,0.028479063631391653
90,0.002059108080633897,-0.03406644352028628,0.06220901143660367,0.02103876981429531
91,-0.02437514680120933,-0.1779665902780426,0.010338654225864649,0.05115788541277519
92,0.00165116924327092,-0.04877983921588491,0.07476725463531832,0.02973036447036259
93,-0.0026936466481013418,-0.06711846597048675,0.044977836690671465,0.026944360477285028
94,0.0014927104971895913,-0.049279916727303204,0.07429265223387332,0.02946583750968157
95,-0.006213928289230054,-0.09147113876673257,0.03192856231942529,0.02987847336905919
96,0.0008639856886254026,-0.04885926713373949,0.06601429480068668,0.02634167653646297
97,-0.0010835778718612777,-0.0584423624406096,0.05318022438743082,0.02579451541521193
98,0.01391405496844049,-0.02254772274609656,0.152842241082287,0.042866937202409694
99,0.007615425051422614,-0.03212197501376417,0.11791317159845723,0.03464280080004531
100,-0.0019594655615271135,-0.06270860229580173,0.047073446242439816,0.02461068227765517
101,0.004361704909980232,-0.03014822314434462,0.08357898194113969,0.025598030718905897
102,-0.00908287436359009,-0.10173043149841487,0.01939499495128498,0.02929905197735836
103,-0.0015305134589072096,-0.06121665610184677,0.05188344366174527,0.02521081109375774
104,-0.006189750342253488,-0.08999587099270535,0.02979343661918523,0.0277935438119556
105,-0.010962817644833162,-0.1308003700493484,0.033067018809187707,0.038887280226408714
106,-0.017788805073610827,-0.1663190893012534,0.023655535536352485,0.047372170937977943
107,-0.021891774636714028,-0.1865100068245648,0.021370953630647584,0.05414310085447409
108,-0.016757338883302726,-0.16545556557332014,0.02638094127466569,0.04790514307484374
109,-0.01191665321215074,-0.1408034136637221,0.03348669401468901,0.041993258509388384
110,-0.011108871325198878,-0.13389307086863256,0.033425757135975766,0.03997753368960274
111,-0.008113526313568532,-0.11810985161297248,0.04056231781243776,0.03737274412827579
112,-0.004559548158400294,-0.08673526658214793,0.04366358851258513,0.03016618878425083
113,-0.007608350470036672,-0.10662814793835998,0.03329015627593744,0.03227134753084247
114,-0.0062169349896738346,-0.08938652624185954,0.03008082000406255,0.02785186998632311
115,-0.013201692592853755,-0.1347385812899576,0.01949719681449419,0.038054747676071254
116,-0.006303362723255121,-0.10395453789789498,0.04230673698788741,0.03382743457968509
117,0.0011909391431983325,-0.047246449187928176,0.06799057334456153,0.02619100910563472
118,-0.0035611122026743924,-0.07210808439232784,0.040162147983262605,0.025912545214608628
119,-0.0003335081731029614,-0.05402234280543503,0.05691446314089363,0.025655345336838366
120,-0.005450673781379988,-0.08239447841246164,0.030208137851348824,0.02676839294977594
121,-0.004929449402502854,-0.08556136044179348,0.03992590211419211,0.029238050609032788
122,-0.002661935881851086,-0.07234116314902689,0.05631742805585006,0.03490675992725907
123,0.015267033677132301,-0.03125214090633234,0.18017002109340727,0.0556294503619073
124,-0.007836636648851952,-0.1057326825703803,0.03296325984893968,0.03317233087740812
125,0.0006375978893926475,-0.05537777806684276,0.07223966693021648,0.0294056070018731
126,-0.013366290144317559,-0.14267593716386517,0.023979128103890707,0.04160916016491219
127,0.0007309604631360826,-0.0534867160839706,0.07049757418376319,0.028188613914174147
128,0.004039882566235741,-0.04197455399243262,0.09481237140606534,0.030773341201515293
129,-0.008441006646045874,-0.10779541307606305,0.029262866659843123,0.03277998091040091
130,-0.012195255875871638,-0.12533555381948575,0.019055887169463236,0.03564237245338479
131,-0.0009448783314031063,-0.05519824309034764,0.05232492652294841,0.023918126776581956
132,0.0021319333358880434,-0.03808627618640911,0.06881950882425468,0.024067401123916584
133,0.001930604097541897,-0.03775609382617552,0.06497312705767996,0.02328749950643611
134,-0.0037865757986911964,-0.06690412817296529,0.032818606250040856,0.02241490276150148
135,-0.0027884920852686403,-0.06017305614187594,0.03565337699157025,0.022041507972523983
136,-0.050961619213317544,-0.23000226802036539,0.004211924416043207,0.07193302865942593
137,0.009285200814757468,-0.023966487178977237,0.11810055181942741,0.03327074414852077
138,-0.0004037095685590291,-0.048853107324887984,0.052219817750416855,0.022381478768330052
139,0.0010120366371374825,-0.04001444724093681,0.05775981038026986,0.021447532796050127
140,-0.004941176114512867,-0.07728669849782,0.029749086623950125,0.024611146368557178
141,-0.003527518965017432,-0.06852441535781081,0.036183239554238696,0.023956312824408025
142,-0.008534659961053645,-0.09963835761504113,0.022388167936921756,0.02926158781043885
143,-0.029526993368065937,-0.20776658825600886,0.011278997399010404,0.05969116330338067
144,0.01257662034180299,-0.025123814131170586,0.15007376644090886,0.041691879349906945
145,0.0031631614443650264,-0.04035784971050349,0.08458143974139319,0.027707963873539986
146,-0.003923603362256419,-0.07147303379443158,0.035195656071137074,0.02466791006641009
147,-0.0025731295370628733,-0.06283154646645225,0.04097812116007679,0.02363973666211592
148,0.0028920595710821974,-0.04028337597089065,0.08042735863813973,0.0272586561129719
149,-0.002491776064610487,-0.06755074532913957,0.04705613596085263,0.0263455135100824
150,-0.0026969707938536203,-0.07055003002764924,0.048358269169932716,0.027646210543080422
151,-0.005283106178147806,-0.08772185301866253,0.03800310348958987,0.030250873691146252
152,0.00038902522451021975,-0.05333259860491359,0.06543881092417436,0.02750906073675521
153,0.004774637582405258,-0.03708287146908722,0.09694465127512521,0.029599308970543116
154,-0.00033909141216531617,-0.05389358336238857,0.058142057515661136,0.025082460223967304
155,-0.00160916947996611,-0.06511039079295386,0.054728190793520995,0.027732391641097528
156,-0.001555039297585388,-0.06382180003446737,0.05386441695250554,0.02716581412913042
157,-0.034080211460197685,-0.24578822089808894,0.01142007439640612,0.0698944943042783
158,-0.06858463925591018,-0.6928467644881482,0.02884098122581281,0.18121433962900588
159,0.10588332372879779,-0.018814685727102064,0.8066688066669193,0.2168575344906381
160,-0.013808011230101213,-0.16179369452168496,0.03363015428600939,0.04782438173291669
161,0.007232716792129461,-0.04197546923637626,0.1289644238425066,0.039387306785423966
162,0.012002793828305321,-0.033842124559388,0.16003716273434204,0.04555647655404377
163,0.007175220704521122,-0.04142371066650545,0.1288108745503828,0.03914311703962763
164,-0.011053289182534762,-0.12679481744681523,0.025442774639269347,0.03695681162508504
165,-0.00030434572147431885,-0.047071509446955206,0.05127065600526944,0.02171992941102009
166,-0.0030739697288756675,-0.0670958684009019,0.040159297244089794,0.024591701639119338
167,0.002715233508900206,-0.039338598970684584,0.07719771775954244,0.026338825496219576
168,-0.008371677749045733,-0.10272494121445816,0.024646776717133285,0.03045583154782833
169,0.036183777075179176,-0.02148134714146275,0.27348929317747517,0.07917620767271083
