	I_113752	I_701137	I_864367	I_1200958	I_1549567	I_1978813	I_3269897	I_3410849	I_7571188	I_7660120	I_7974500	I_8727486	I_8872314	I_8946502	I_9237828	I_10709796	I_11427739	I_11437609	I_11650160	I_11663216	I_11986351	I_12166146	I_12234807	I_12483916	I_12483923	I_14900511	II_86562	II_1342222	II_1467080	II_1503018	II_2102592	II_3310965	II_3777058	II_3822836	II_7659435	II_8344341	II_10065553	II_10198181	II_10509770	II_11172345	II_11438915	II_11479230	II_12401154	II_12772511	II_13239948	II_15168946	III_6210	III_335838	III_963559	III_1243559	III_1618073	III_1618081	III_2552806	III_3771123	III_4424656	III_4618349	III_4674547	III_4900887	III_5855969	III_6926027	III_7228580	III_7620901	III_8144839	III_8239503	III_8978025	III_9819058	III_10503212	III_10503215	III_10848212	III_10848213	III_10848216	III_10848221	III_10992182	III_11064860	III_11485833	III_11569397	III_11992988	III_12523674	III_12579079	III_12776645	III_12995844	III_13394314	IV_280685	IV_360680	IV_1072423	IV_1725375	IV_1742939	IV_2050979	IV_2692904	IV_3121162	IV_4960126	IV_9051534	IV_9450111	IV_9976605	IV_10848912	IV_11673421	IV_11795712	IV_13197234	IV_13266587	IV_15952877	IV_16161225	IV_17386811	V_271202	V_443590	V_1692282	V_1692283	V_1692290	V_1692291	V_1692293	V_1692299	V_1692301	V_1725261	V_3220355	V_3586235	V_3726906	V_4369445	V_4817310	V_5628653	V_5675365	V_6048571	V_8637963	V_8907446	V_9129104	V_10201575	V_10259687	V_11057795	V_11543435	V_12402917	V_13163014	V_14926027	V_15052530	V_16118103	V_17032498	V_17040255	V_17053792	V_18820919	V_20128792	X_102159	X_442090	X_2150836	X_2523160	X_2711382	X_3014639	X_3348199	X_3521877	X_4982938	X_5070040	X_6587421	X_8057925	X_9443594	X_9617370	X_10196480	X_10396785	X_10438375	X_10567235	X_10924139	X_11700917	X_13191729	X_13250092	X_13338468	X_13782378	X_13949638	X_14262803	X_14299711	X_15521295	X_15917137	X_16641070	X_16696017	X_17185917
I_7974500	0.0680515138283139	-0.0541600518903642	0.0543155018855547	-0.00664798063834354	-0.0592137320519288	0.0812673902209807	-0.0993380514078964	0.14534061992112	0.241096551967041	0.238823370752875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_8727486	0.0632313823617577	-0.050351025183634	0.0376229988951684	-0.0382288925807333	-0.0782178749077933	0.0718066352392436	-0.0858391783267654	0.125382829279111	0.211306573983502	0.213965664118679	0.220632887809297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_8872314	0.0582667286614636	-0.0500088873693448	0.0488652005815889	0.00645570752932445	-0.0542493036726833	0.0686200958790966	-0.0970496918778609	0.136283956079513	0.226765758348901	0.222570839703409	0.229890612689774	0.22629924138389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_8946502	0.074284018611511	-0.0637593044888858	0.0598240672299584	-0.0177154157470298	-0.0824110219486594	0.0907059561390557	-0.103569802667887	0.127764718521446	0.222689354606963	0.221976038190276	0.227311181560886	0.224817462341247	0.241037229252386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_9237828	0.0476526223737002	-0.0604341679550727	0.0276404070877981	-0.023345705203449	-0.058034286843269	0.0826133872120893	-0.10400700173378	0.137009253398936	0.214700689905337	0.223244801819023	0.225002325567531	0.231068948743601	0.231332519613257	0.23377787741131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_10709796	0.0604985742233997	-0.036909163890811	0.0440969441195215	-0.0260545586502648	-0.0431045001885291	0.0737595998367526	-0.0771600005869252	0.105586160524546	0.188405003538343	0.180355262778121	0.191528541600341	0.188737089324163	0.203321523357867	0.197949344807723	0.195449689673434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_11427739	0.0580962156466454	-0.0361420115906761	0.037741044680328	0.00217130375202867	-0.0271632105510138	0.0399677341544768	-0.0139619481896294	0.0499270364040972	0.144327575018634	0.145429019739335	0.153200342770502	0.161862269250142	0.15910955419588	0.166731308355198	0.13086724042871	0.1841621896133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_11437609	-0.0539828872564615	0.0411991019181007	-0.0504364128847	0.0138598038455517	0.0135021205816602	-0.0723716472170397	0.0722047143466375	-0.0988116033888568	-0.156845563115613	-0.155124472531269	-0.168858676354108	-0.155008221074412	-0.175347113621178	-0.170669262416811	-0.159321948468897	-0.192384267562252	-0.210092786855176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_11650160	0.0512946808980095	-0.0371721823054263	0.0370279655686996	0.0211191389577995	-0.0533852648330468	0.0666665921079422	-0.0609642027931026	0.0824225445585371	0.14759682891669	0.150954949568511	0.155478451915428	0.154452492103937	0.166053800024632	0.163642751939906	0.152614837891075	0.191645727426904	0.220330211676309	-0.225044261599414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I_11663216	0.0355417539696612	-0.0250435405579077	0.0249964766057841	-0.0126134930160553	-0.0279572438619361	0.0525891311389127	-0.0522374069010752	0.0765312179394252	0.111854374408482	0.12713673819901	0.116872267471438	0.131681308570573	0.134351942650017	0.127995122369142	0.119169785535218	0.140788382770541	0.185193984554573	-0.17221940462266	0.186164100076487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
